id,listing_url,name,description,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,number_of_reviews,review_scores_rating
761000000000000000,https://www.airbnb.com/rooms/761141715827746314,"Great place in the heart of Albany, with Parking","Beautiful apartment in the heart of Albany, with private Parking, across from Washington Park, minutes walk from Albany Med and minutes from downtown Albany. Surrounded by great restaurants and attractions that the city has to offer.",37769478,Erion,07/07/15,"Albany, NY",within an hour,100%,99%,t,12,12,"['email', 'phone']",Entire rental unit,Entire home/apt,2,1,1 bath,1,1,43,4.91
765000000000000000,https://www.airbnb.com/rooms/764508866835218670,Rest+Restore Room • Short & Extended Stay •,"Room available near major hospitals and universities/colleges in Albany, NY. <br /><br />Close to restaurants, grocery stores, bus lines and coffee shops. <br /><br />We are friendly to travelers of all kinds, folks around for a short-period and welcome all persons.<br /><br />*Please be advised: This is a 3 bedroom house and the homeowner lives in the house. All rooms are private; all common rooms shared. You will have access to all amenities in home. <br /><br />We do have pets in the home, please advise of allergies.",6203319,Melissa,02/05/13,"Albany, NY",within a few hours,100%,83%,t,3,3,"['email', 'phone']",Private room in home,Private room,1,1,1 shared bath,1,1,23,5
775000000000000000,https://www.airbnb.com/rooms/774701102203414342,Entire cozy unit in Albany,"Enjoy the spacious and comfortable entire unit less than 10 minutes from downtown Albany, 5 minutes from AlbanyMed, walking distance to St Peter’s Hospital, Buckingham lake, CVS and restaurants. Includes a dining space with air fryer and microwave(no stove). Includes an office room and essentials workout equipment. Perfect for a small gateway or a long stay. Also the unit is great for traveling nurses, doctors, people work from home and anyone who would like to stay in peaceful neighborhoods.",261036923,Hasan,10/05/19,"Albany, NY",within an hour,100%,85%,t,1,1,"['email', 'phone']",Entire home,Entire home/apt,2,1,1 bath,1,1,47,4.89
776000000000000000,https://www.airbnb.com/rooms/775645647912379518,Casa Coquette + King Bed+ Center Square 2 min.,"Welcome to Casa Coquette, your cozy sanctuary in bustling Albany, NY! This charming 2-bed, 2-bath haven is perfect for your stay. Relax in the inviting living room, cook up a storm in the fully equipped kitchen, and enjoy a separate workstation. Washer, dryer, Roku Smart TVs in each room, High Speed WiFi - all included. Welcome home and book your stay today!",115597810,Massi,09/02/17,"New York, NY",within an hour,100%,100%,f,1,3,"['email', 'phone', 'work_email']",Entire home,Entire home/apt,6,2,2 baths,2,2,43,4.88
786000000000000000,https://www.airbnb.com/rooms/786181179052991690,Center Square Gem: Junior 1 Bedroom,"Welcome to your cozy and stylish studio retreat! This beautifully decorated space offers everything you need for a comfortable stay. With thoughtful touches and modern decor, it's the perfect spot to relax and unwind after a day of exploring the city. Book now and experience the charm of this inviting Junior 1 bedroom for yourself!",188679144,Elizabeth,09/05/18,,within a few hours,97%,23%,t,9,9,"['email', 'phone']",Entire rental unit,Entire home/apt,2,1,1 bath,1,1,3,5
786000000000000000,https://www.airbnb.com/rooms/786196811078165173,Mansion in Albany 7minutes to Downtown Albany,"In heart of Loudonville private quiet neighborhood, 6 minutes to Albany Downtown, close to highway. Mansion has 5 spacious bedrooms, dedicated work space, 3/2 beautiful bathrooms, lots of sitting area’s, comfortable beds, washer and dryer, smart televisions, great for big groups, Big meetings, Events, WEDDING, ect. Looking forward to hosting your stay.<br /><br />FOR EVENT PRICING PLEASE REACH OUT.",444163492,Drasana,08/02/22,"Albany, NY",within an hour,100%,100%,f,1,3,['phone'],Entire home,Entire home/apt,16,,3.5 baths,5,,13,4.69
786000000000000000,https://www.airbnb.com/rooms/786228331433922432,Glamorous 1BR Retreat in Center Square,"Thoughtfully updated with modern amenities and chic designer furnishings this 1 bedroom 1 bathroom apartment will make you look forward to coming home.  This elegant unit is a set in a historic building on one of the most beautiful streets in Albany’s fabulous Center Square neighborhood. Footsteps away from great restaurants, cafes, and upscale nightlife.  This location is convenient to all thing’s capital region and less than a mile from Albany Med and St. Peter’s hospital!",188679144,Elizabeth,09/05/18,,within a few hours,97%,23%,t,9,9,"['email', 'phone']",Entire rental unit,Entire home/apt,2,1,1 bath,1,1,3,4.67
786000000000000000,https://www.airbnb.com/rooms/786316043239579100,Elegant newly renovated cozy smart apartment,"Guests will enjoy this fully renovated smart home one bed/bath ground level appt with elegant touches. The living space features a sleeper sofa, rotating 65 inch smart LED TV and window AC unit. This space is also open to a 4 seat Dining table, movable 3 seat bench and an updated kitchen. Kitchen is fully equipped with the cooking necessities.<br /><br />The bedroom includes a 55 inch smart LED TV and desktop workspace and window AC unit. Stackable washer/dryer appliances are available as well.",253824490,Tomar & Kash,07/04/19,"Valley Stream, NY",within an hour,100%,88%,f,1,2,"['email', 'phone']",Entire rental unit,Entire home/apt,4,1,1 bath,1,1,35,4.77
787000000000000000,https://www.airbnb.com/rooms/787023821243442039,*The Allen House* Gorgeous Apartment - Sleeps 8,"Settle into Albany at the Allen House. This newly renovated apartment will be perfect for your time in the capital of NY. The house is in an unbeatable location with restaurants and stores just around the corner; a few of our favorites are Juniors & Madison Cafe. You can also find a movie theatre, grocery store walking distance to our location. Free street parking only. Book today to ensure your dates!<br /><br />10 minute drive to the heart of downtown<br />16 minute drive to Albany International Airport",349460842,Scott,10/06/20,"Albany, NY",within an hour,100%,98%,t,10,10,"['email', 'phone']",Entire home,Entire home/apt,8,2,2 baths,3,4,78,4.94
788000000000000000,https://www.airbnb.com/rooms/788301415655396660,Spacious 2 bed w/parking,"Keep it simple at this peaceful and centrally-located place. Right off highway and close to MVP center, Capital, convention center and more. Open living room/kitchen with high ceilings and natural light. Located in elevator building with off street parking.",232967878,Diana,28/12/18,"Albany, NY",within an hour,99%,98%,t,27,39,"['email', 'phone']",Entire rental unit,Entire home/apt,4,1.5,1.5 baths,2,2,58,4.81
793000000000000000,https://www.airbnb.com/rooms/793223286704705121,Cozy & Boho One Bed Apartment,"Whether your stay is for one night or one hundred nights, this cozy apartment is equipped to suit all guests needs, especially those in need of a long stay. Located right across the street from Washington Park, this apartment is within walking distance or a short drive to all that Albany has to offer and only a 5 minute walk to Albany Medical Center. This is a self check in property. By booking with us you affirm that you understand the check-in instructions and have the ability to do so.",462767507,Joshua,05/06/22,"Albany, NY",within an hour,100%,99%,t,3,3,"['email', 'phone']",Entire rental unit,Entire home/apt,2,1,1 bath,1,1,17,4.82
795000000000000000,https://www.airbnb.com/rooms/794723189688979530,Updated 3/1 unit for Professionals and Families,"If you are a traveling professional, or parents visiting your young adult, enjoy this  stylish home at this centrally-located place. You are 10 minutes from NY State Capital, Suny Albany, Albany Medical Center, etc. The home is 1st floor unit in two family house, which was recently renovated 3 bedrooms and 1 bath. It includes all amenities and functioning washer, dryer and dishwasher. It meets all your needs and a restful stay, close main attractions.",20144241,Carla,17/08/14,"Northampton, PA",within an hour,100%,100%,f,2,2,"['email', 'phone']",Entire rental unit,Entire home/apt,6,1,1 bath,3,3,8,4.25
796000000000000000,https://www.airbnb.com/rooms/795541666227926706,Victorian Mansion on Washington Park,"Located across from Washington Park in Albany, New York. 7 room inn with parking. Whole house rental has 7 queen beds and one twin.",493882819,Terra,02/01/23,"Voorheesville, NY",within an hour,73%,100%,f,6,6,"['email', 'phone']",Private room in bed and breakfast,Private room,15,,7 baths,7,,5,4.6
796000000000000000,https://www.airbnb.com/rooms/796231143904004713,Washington Park Inn - Room 4,"Charming 5 room bed and breakfast located across from Washington Park in Albany, NY. Each room has a private bathroom and workstation. Guests have access to a shared kitchen, dining area, living space and small office nook with printer.",493882819,Terra,02/01/23,"Voorheesville, NY",within an hour,73%,100%,f,6,6,"['email', 'phone']",Private room in bed and breakfast,Private room,2,1,1 private bath,1,1,10,4.8
797000000000000000,https://www.airbnb.com/rooms/797455132224782470,Albany Medical/colleges/Downtown Albany/Green ROOM,"Private bedroom shared livingroom and shared bath on the 2nd fl <br />Mini fridge, microwave, coffee maker, toaster and fans in room. No kitchen access<br />40 inch Tv with Firestick Security cameras exterior cameras and motion sensors in common areas, halls and non access areas..  <br />NO extra visitors<br />Keyless bedroom and main entry locks<br />Walking distance to Albany Medical Center, colleges, and Washington Park. (2-3 blocks) Direct bus line to/from Suny Albany, Greyhound, Megabus, Amtrak, mall and DT Albany",89705052,Share,13/08/16,"Albany, NY",within an hour,100%,100%,t,4,9,"['email', 'phone']",Private room in home,Private room,2,1,1 shared bath,1,1,11,4.91
799000000000000000,https://www.airbnb.com/rooms/798715218269100922,Cozy 1st Floor Apartment near the NYS Museum,Enjoy the best of Albany in this peaceful & centrally-located unit in a walkable neighborhood — making it a perfect home away from yours! <br /><br />Enjoy a quick walk down the street to visit the NYS Museum & Empire State Plaza or stroll along the lake in Washington Park. Food lovers will be amazed at the great selection of bars and restaurants within a half-mile of your door step!,491607190,Abba,15/12/22,"Albany, NY",within an hour,100%,100%,f,2,2,['phone'],Entire rental unit,Entire home/apt,2,1,1 bath,1,1,9,4.89
802000000000000000,https://www.airbnb.com/rooms/802216634798169031,Washington Park Inn - Room 6,"Charming 5 room bed and breakfast located across from Washington Park in Albany, NY. Each room has a private bathroom and workstation. Guests have access to a shared kitchen, dining area, living space and small office nook with printer.",493882819,Terra,02/01/23,"Voorheesville, NY",within an hour,73%,100%,f,6,6,"['email', 'phone']",Private room in bed and breakfast,Private room,2,1,1 private bath,1,1,5,4.2
804000000000000000,https://www.airbnb.com/rooms/803604897479679272,3br/2ba Near Alb Med & St.Petes.,"Spacious Pine Hills flat with many recent updates including refinished hardwood floors, all new windows and a completely remodeled kitchen, including brand new appliances. This unit also has a private laundry room as well as an entrance foyer. There is off street parking and the building is located within walking distance to 2 primary bus routes. This unit is also within walking distance of popular restaurants, Juniors, The Point, Cafe Madison and Kismet Mediterranean Grill.",21886921,David,28/09/14,"Saratoga Springs, NY",within an hour,100%,68%,f,3,5,"['email', 'phone']",Entire rental unit,Entire home/apt,6,2,2 baths,3,3,2,5
804000000000000000,https://www.airbnb.com/rooms/803682039097862541,Modern and Cozy Pine Hills Home from Early 1900s,"This amazing home is at the first floor of a newly renovated historic duplex, and will give you all the comforts of home! Tastefully decorated with everything you need and then some!!<br /><br />-> Grab-N-Go items (Coffee, Tea, Light Snacks)<br />-> Smart LED Tvs in every room <br />-> NordicTrack bicycle<br />-> Smart locks with keyless entry<br />-> Fast wireless WiFi<br />-> Queen beds with premium mattresses & pillow covers<br />-> Fully equipped + utensil stocked kitchen + Keurig Coffee <br />-> Full size washer/dryer<br />Enjoy your stay!",265709295,Richard & Priscela,02/06/19,"Albany, NY",within an hour,100%,93%,t,2,2,"['email', 'phone']",Entire home,Entire home/apt,10,1,1 bath,3,3,7,5
804000000000000000,https://www.airbnb.com/rooms/803814397190632412,Washington Park Inn - Room 5,"Charming 5 room bed and breakfast located across from Washington Park in Albany, NY. Each room has a private bathroom and workstation. Guests have access to a shared kitchen, dining area, living space and small office nook with printer.",493882819,Terra,02/01/23,"Voorheesville, NY",within an hour,73%,100%,f,6,6,"['email', 'phone']",Private room in bed and breakfast,Private room,2,1,1 private bath,1,2,5,4.6
804000000000000000,https://www.airbnb.com/rooms/803867986023966300,Washington Park Inn - Room 1,"Charming 5 room bed and breakfast located across from Washington Park in Albany, NY. Each room has a private bathroom and workstation. Guests have access to a shared kitchen, dining area, living space and small office nook with printer.",493882819,Terra,02/01/23,"Voorheesville, NY",within an hour,73%,100%,f,6,6,"['email', 'phone']",Private room in bed and breakfast,Private room,2,1,1 private bath,1,1,8,4.63
807000000000000000,https://www.airbnb.com/rooms/806767523952124375,& Modern Luxury Cottage in Central ALB,"Forget your worries in this spacious and serene space. Enjoy the entire house and surrounding area being at the center of Albany. Near everything like children’s park and new basketball court and outdoor exercise bars, also close to one of the bast grocery stores in Albany (Honest Weight Food Co-op) within 5 minutes!  One street over from the bus stop and just the right distance to be close to the main highway without too much traffic. Impeccable cleaning to make sure you always feel comfortable",110453341,Alexis,08/01/17,"New York, NY",within an hour,100%,100%,,7,12,"['email', 'phone']",Entire home,Entire home/apt,6,2,2 baths,2,2,32,4.53
810000000000000000,https://www.airbnb.com/rooms/809524698302742033,Two bedroom apartment near hospitals pet friendly,"This is a pet-friendly 2 bedroom apartment with an in unit washer and dryer. It is fully furnished with utilities included. The apartment is about one mile away from Albany Medical Center and St. Peters Hospital. The unit received an extensive renovation in 2022: new bathroom and kitchen as well as hardwood floors.  Kick back and relax in this calm, stylish space.",172658781,Jessica,10/02/18,"Albany, NY",within an hour,100%,100%,t,5,5,"['email', 'phone', 'work_email']",Entire rental unit,Entire home/apt,4,1,1 bath,2,2,0,
814000000000000000,https://www.airbnb.com/rooms/813640070361665090,The front room w/ TV and king size bed,"Place is within 2-3 miles of AMC, St. Peter's,  UAlbany, SUNY, College of St. Rose, Washington park, Empire State Plaza, and many other establishments.<br /><br />Only 15 minute ride to the airport !",116935236,Fs,18/02/17,"Esperance, NY",within an hour,100%,82%,t,4,4,"['email', 'phone', 'work_email']",Private room in rental unit,Private room,2,1,1 shared bath,1,1,11,4.82
816000000000000000,https://www.airbnb.com/rooms/816085193659797849,Cozy Apartment across the Park,Perfect location with exposed brick 1 bedroom apartment located in the heart of Albany across Washington park minutes from Albany Med or state offices. Close to many restaurants and bars.,37769478,Erion,07/07/15,"Albany, NY",within an hour,100%,99%,t,12,12,"['email', 'phone']",Entire rental unit,Entire home/apt,2,1,1 bath,1,1,30,4.63
822000000000000000,https://www.airbnb.com/rooms/821566342267452838,COMFY Room/w Private BATH + TV,"Keep it simple in this peaceful and centrally-located room in the Buckingham Lake neighborhood. Less than 10 minutes from downtown and less than 2 miles from 2 major hospitals. The room has a private en suite bathroom, a comfy bed, and a skylight you can close.  You can make use of the kitchen and the laundry is located in the basement. A CVS, pizza place and Dunkin donuts are within a 7-minute walk. A great bagel shop is a 4 minutes drive or a 15-minute walk away.",177073982,Cristian,06/03/18,"Albany, NY",within an hour,100%,57%,t,2,2,"['email', 'phone']",Private room in home,Private room,1,1,1 private bath,1,1,3,5
823000000000000000,https://www.airbnb.com/rooms/823275570359807298,Cozy Home 5 Minute Walk to Albany Medical Center,"Our beautiful unit is in a two-family house located on a quiet street, perfect for families and traveling professionals. It is just a 5-minute walk to Albany Medical Center, Albany Law School, and Albany Medical School. So Centrally located, it is near Washington Park, the New York State Museum, shops and restaurants on Lark Street, including Dunkin, Starbucks, and Panera Bread.<br />Awesome place for you to stay at",500360485,Manjano,09/02/23,"Albany, NY",N/A,N/A,N/A,f,2,2,"['email', 'phone']",Entire townhouse,Entire home/apt,6,,1 bath,3,,0,
826000000000000000,https://www.airbnb.com/rooms/826301775871257033,2 br apt 2 min walk to albanymed offstreet parking,"This stylish light-filled space is perfect for traveling professionals, cozy 2 bedroom apartment minutes from hospitals, parks, and great restaurants. Very walkable location right next to Albany Medical Center.<br /><br />~ fast wi-fi<br />~fully equipped kitchen <br />~55” smart tv<br />~free off street parking <br />~contactless self check-in",484673863,Blossom Estates,22/10/22,,within an hour,100%,100%,t,3,3,"['email', 'phone']",Entire rental unit,Entire home/apt,5,1,1 bath,2,2,17,4.76
831000000000000000,https://www.airbnb.com/rooms/831122937768017113,Boho-Chic Cape Conveniently Located,"Enjoy a spacious yet cozy home in a quiet neighborhood with off-street parking. Minutes from restaurants, shopping, universities (UAlbany, Sage, St. Rose), parks, museums, hospitals(Albany Med, St.Peters) and State Capital Offices for those traveling for business.  We’re right off the main highway leading to the World Famous Saratoga Race Track (30 min) and Adirondack Mountains/Lake George (50 min)! <br /><br />From this Air Force Family to yours, welcome to our home.",210596861,Craig,19/08/18,"Fort Walton Beach, FL",within an hour,100%,96%,t,1,1,"['email', 'phone']",Entire home,Entire home/apt,9,2,2 baths,5,5,73,4.95
842000000000000000,https://www.airbnb.com/rooms/841524382518312215,Mellow Cove,Relax with the whole family at this peaceful place to stay.,462042479,Natasha,01/06/22,,within a day,78%,88%,f,2,2,"['email', 'phone']",Entire rental unit,Entire home/apt,4,1,1 bath,2,2,6,4.33
843000000000000000,https://www.airbnb.com/rooms/843481456379840308,Center Square Serenity: 2-Bedroom Elegance,"Thoughtfully updated with modern amenities and chic designer furnishings this 2 bedroom 1 bathroom apartment with an office will make you look forward to coming home! This elegant unit is a set in a historic building on one of the most beautiful streets in Albany’s fabulous Center Square neighborhood. Footsteps  away from great restaurants, cafes, and upscale nightlife.  Check out “Dove and Deer” less than a block away the many other upscale offerings the neighborhood provides.",188679144,Elizabeth,09/05/18,,within a few hours,97%,23%,t,9,9,"['email', 'phone']",Entire rental unit,Entire home/apt,4,1,1 bath,3,2,2,3.5
846000000000000000,https://www.airbnb.com/rooms/845960193409947556,Modern Cottage-Perfect for Groups!,"Enjoy our Dutch inspired cottage nestled on 1.5 private acres in a forest setting. A hidden gem tucked on a quiet tree lined road, but only 7 minutes to MVP Arena and a short distance to SUNY Albany, Russell Sage College, AMC & St. Peters & Albany College of Pharmacy. Perfect for family/friend gatherings. This newly renovated 4BR/2BA home is designed with inviting modern/ Scandinavian interiors & all the amenities you need for a relaxing visit.",268741708,Antoinette,15/06/19,,within an hour,100%,100%,t,1,2,"['email', 'phone']",Entire home,Entire home/apt,8,2,2 baths,4,5,81,4.95
847000000000000000,https://www.airbnb.com/rooms/846586211673806912,Spacious Home Away from Home!,"Welcome to our beautiful 3-bedroom, 2-full bathroom home with laundry in the unit! With modern furnishings, comfortable beds, and all the amenities you need, this space is perfect for families, groups of friends, or business travelers. Located in the uptown Manning Boulevard neighborhood, you'll be just a short drive away from local attractions and delicious restaurants. Whether you're here for work or play, this home will provide you with a comfortable and convenient stay. Book your stay today!",49372011,Phil,18/11/15,"Albany, NY",within an hour,90%,93%,f,2,2,"['email', 'phone']",Entire rental unit,Entire home/apt,7,2,2 baths,3,3,18,4.67
849000000000000000,https://www.airbnb.com/rooms/849460179246794510,Your luxury home away from home,This stylish place to stay is perfect for group trips.,1761578,Grant,16/02/12,"New York, NY",within an hour,100%,89%,f,3,6,"['email', 'phone']",Entire rental unit,Entire home/apt,4,2,2 baths,2,0,1,5
850000000000000000,https://www.airbnb.com/rooms/850173470105833039,Stunning Guest Suite in Historic 1874 Row House,"Stay in Albany's Grand House! Relax in this gorgeous, light-filled 600-sf guest suite in the historic Mansion District with dramatic 12-ft ceilings, marble fireplaces, modern art, fresh flowers & plants. Suite includes bedroom, living room w/sleeper sofa, work station & private bath. Perfect for couples or families! Walk to downtown, MVP Arena, Lark Street, bars & restaurants. 24/7 entry. EV charger (non Tesla). Lovely garden. Coffee, snacks & reliable WiFi. Super clean, comfortable & private!",120815848,Phat,15/03/17,"Albany, NY",within an hour,100%,100%,t,1,1,"['email', 'phone', 'work_email']",Private room in townhouse,Private room,4,1,1 private bath,1,2,121,4.99
851000000000000000,https://www.airbnb.com/rooms/850653820133738660,"Private queen bedroom near hospitals, schools","Hello, thanks for checking out my listing! This vintage, updated home has  multiple living areas inc. 2 living rooms, dining room, enclosed porch & outdoor patio with tree-lined back yard. large bedroom with closet, shared 1.5 baths. plenty of on street parking.  2 mi to Albany Medical, the VA, 1 mi to St Peter's. Approx. 1 mi (walkable!) from University at Albany main campus, Harriman State office campus, groceries & nightlife.<br />An affectionate senior cat lives here!",20536619,Emily,25/08/14,"Albany, NY",within a few hours,100%,74%,t,5,5,"['email', 'phone']",Private room in home,Private room,2,1.5,1.5 shared baths,1,1,8,5
858000000000000000,https://www.airbnb.com/rooms/857981934159027424,Updated Historic Brownstone Apt.,"Relax in a newly renovated one bedroom/one bathroom apartment located on the 2nd floor of a charming brownstone building. It features lofty ceilings with beautiful architecture and a newly updated kitchen. Conveniently located to the Palace Theater, Capitol Rep Theater, Times Union Center and the Empire State Plaza. This rental is in walking distance to many popular eateries, bars, and more to explore! Laundry on Site for Long-Term Stays",60293220,David,24/02/16,"Latham, NY",within an hour,86%,100%,f,3,3,"['email', 'phone', 'work_email']",Entire rental unit,Entire home/apt,2,1,1 bath,1,1,16,4.75
870000000000000000,https://www.airbnb.com/rooms/870457209918967324,Quiet Room Near Everything,"Keep it simple in this peaceful and centrally-located room in the Buckingham Lake neighborhood. Less than 10 minutes from downtown and less than 2 miles from 2 major hospitals. The room has a private en suite bathroom, a comfy bed, and a balcony you can use. You can make use of the kitchen and the laundry is located in the basement. A CVS, pizza place and Dunkin donuts are within a 7-minute walk. A great bagel shop is a 4 minutes drive or a 15-minute walk away.",177073982,Cristian,06/03/18,"Albany, NY",within an hour,100%,57%,t,2,2,"['email', 'phone']",Private room in home,Private room,1,1,1 private bath,1,1,4,5
879000000000000000,https://www.airbnb.com/rooms/879054943124868639,Hot tub + close to everything!,"Private bathroom for you with shower. Designer home. Close to everything. Comfy and bright and great neighborhood on dead end street. Saratoga 30 minutes north-easy access to highway, to airport, to St Peter’s Hospital and Albany Medical Center. 12 pound Pomeranian dog Zara lives here too. We’re easy going and happy to accommodate.",24423279,Leslie,02/12/14,"Albany, NY",N/A,N/A,N/A,f,2,2,"['email', 'phone', 'work_email']",Private room in home,Private room,2,7,7 baths,1,1,0,
880000000000000000,https://www.airbnb.com/rooms/880290989870286099,Spacious 3BR with 2BA & Laundry,"Welcome to our beautiful 3-bedroom, 2-full bathroom home with laundry in the unit! With modern furnishings, comfortable beds, and all the amenities you need, this space is perfect for families, groups of friends, or business travelers. Located in the uptown Manning Boulevard neighborhood, you'll be just a short drive away from local attractions and delicious restaurants. Whether you're here for work or play, this home will provide you with a comfortable and convenient stay!",49372011,Phil,18/11/15,"Albany, NY",within an hour,90%,93%,f,2,2,"['email', 'phone']",Entire rental unit,Entire home/apt,7,2,2 baths,3,3,24,4.83
881000000000000000,https://www.airbnb.com/rooms/881231954286264195,Exposed Brick with Park Views,Perfect location with exposed brick 1 bedroom apartment located in the heart of Albany across Washington park minutes from Albany Med or state offices. Close to many restaurants and bars.,37769478,Erion,07/07/15,"Albany, NY",within an hour,100%,99%,t,12,12,"['email', 'phone']",Entire rental unit,Entire home/apt,2,1,1 bath,1,1,11,4.91
882000000000000000,https://www.airbnb.com/rooms/882229561343619620,Modern / Downtown Albany 1 BR APT,"The Rose Haven space<br /><br />Welcome to The Rose Haven Apartment! This unique oasis is nestled in the heart of the City of Albany, New York, offering a perfect location near Historic Washington Park. It promises a secluded romantic getaway immersed in the dreamy natural ambiance of Washington Park. <br /><br />Once you are ready to rest and relax, retreat to the lovely bedroom, where you can recharge after an exciting day of adventuring throughout the City of Albany.",512736975,Miguelino,02/05/23,,within an hour,100%,98%,t,1,1,"['email', 'phone']",Entire rental unit,Entire home/apt,3,1,1 bath,1,1,52,4.81
887000000000000000,https://www.airbnb.com/rooms/887167811237271928,The Comfort II,Your family will be close to everything when you stay at this centrally-located place.,459472925,Gabriel,16/05/22,"Albany, NY",within a few hours,80%,49%,f,2,2,['phone'],Private room in rental unit,Private room,1,1,1 shared bath,1,2,21,4.76
887000000000000000,https://www.airbnb.com/rooms/887179061681202083,The Comfort,"Comfortable home, away from home.",459472925,Gabriel,16/05/22,"Albany, NY",within a few hours,80%,49%,f,2,2,['phone'],Private room in rental unit,Private room,2,1.5,1.5 baths,1,1,21,4.76
889000000000000000,https://www.airbnb.com/rooms/888859204851381094,Downtown Albany Apartment: Walkable Location!,"Days of exploring will be yours when you book this Albany apartment! Located downtown, this 2-bedroom, 1-bathroom vacation rental offers comfort and convenience for families and friend groups alike. With attractions like the Palace Theatre within walking distance, you can explore to your heart’s content at your own convenience! Take your own tour of the city to experience iconic destinations like the Albany Institute of History & Art and the New York State Museum.",121680792,Evolve,20/03/17,United States,within an hour,100%,99%,f,1208,2310,"['email', 'phone']",Entire rental unit,Entire home/apt,5,1,1 bath,2,3,12,4.58
899000000000000000,https://www.airbnb.com/rooms/898743867240851780,"Airy 5Br-2Ba,Kids Rm, 6TVs,Pvt Fence-yard&Parking!","Whatever brings you to Albany, New York – wish to explore the city, just have a good time and enjoy nightlife, graduation or sporting events, visiting university, business, or any other reason, the location of this traditional colonial home is designed comfortably for your stay. <br />Guests have private access to the entire 1872sqft house, free WiFi, free parking on premises that can accommodate at least 2 full size cars, private fenced backyard and full use of your own washing machine and dryer.",516414095,Rashawn,24/05/23,"Albany, NY",within an hour,100%,98%,t,1,2,"['email', 'phone']",Entire home,Entire home/apt,11,2,2 baths,5,6,43,4.86
899000000000000000,https://www.airbnb.com/rooms/899222617912073384,Private Room close to Ualbany and state offices,"Welcome to our charming Airbnb room, conveniently located across from SUNY Albany and University Plaza. Surrounded by delightful food options and cafes like Uncommon Grounds, it's the perfect spot for both sustenance and productivity. Just minutes away from Stuyvesant Plaza, indulge in shops, activities, cafes, and delicious dining. Whether for business or pleasure, our cozy retreat offers a strategic location. With a nearby shopping mall for retail therapy, book now for convenience, great food.",9318285,Mesut,08/10/13,"Albany, NY",within an hour,100%,100%,f,2,2,"['email', 'phone']",Private room in rental unit,Private room,1,1,1 shared bath,1,0,1,5
902000000000000000,https://www.airbnb.com/rooms/902166216060824525,2 bdrm Modern & Hip Apt w/ Patio,This loft style 2 bedroom apartment is a very unique find in Albany. This spacious unit features:<br /><br />- 4K Smart TV<br />- In unit washer/dryer<br />- Fully stocked kitchen and bathroom<br />- High speed internet<br />- Your very own private entrance separate from the building<br />- Private patio <br />- 1 free resident permit parking spot,47625981,Linda,28/10/15,"Albany, NY",within an hour,99%,99%,f,17,17,"['email', 'phone']",Entire rental unit,Entire home/apt,5,1,1 bath,2,2,42,4.76
902000000000000000,https://www.airbnb.com/rooms/902326803627859755,"""The LEO Home"" Private Bedroom Four / 1 Full Bath","Welcome to the *LEO* home! Recently renovated 1st floor 4 bedroom apartment. With a shared living room, bathroom, and kitchen. It is only 1 mile from Albany Med and nearby local hospitals. This is a shared accommodation with other professionals. One traveler is allowed per bedroom. AC in the bedroom. BRAND NEW full-size memory foam mattress and new pillows! Each bedroom has blackout curtains which are perfect for night shifters or swing shifts!",349460842,Scott,10/06/20,"Albany, NY",within an hour,100%,98%,t,10,10,"['email', 'phone']",Private room in home,Private room,1,1,1 shared bath,1,1,0,
904000000000000000,https://www.airbnb.com/rooms/904392960639597224,/Luxury Modern Western Hideout\,Enjoy a stylish experience at this centrally-located place.,4259750,Peter,27/11/12,"Albany, NY",within an hour,94%,88%,t,9,14,"['email', 'phone']",Entire rental unit,Entire home/apt,5,2,2 baths,1,2,15,5
905000000000000000,https://www.airbnb.com/rooms/905007131419044966,*The Red House* 4 Bedrooms•Beautifully Renovated,"Downtown Albany just renovated Apartment!!! Breathtaking 2nd Floor apartment in the heart of Albany. 4 full size beds. We are located just steps away from Washington Park and Albany Med. Just a short 40 min drive to the Saratoga Race track! This space features refinished original hardwood floors (130 years old) and a built in stone fireplace with a 50"" Samsung Smart TV. Granite countertops and dishwasher. Two balconies! Free street parking only",349460842,Scott,10/06/20,"Albany, NY",within an hour,100%,98%,t,10,10,"['email', 'phone']",Entire home,Entire home/apt,8,1,1 bath,4,4,41,4.85
908000000000000000,https://www.airbnb.com/rooms/908035738595779392,Modern Albany Flat,"Enjoy a stylish experience at this centrally-located place. Our ground floor unit in a Historic building is only 2 minutes from downtown Albany. This newly renovated flat has a fully equip kitchen, stainless steal appliances & a dishwasher. The unit has a washer & dryer, leather couch, hi-speed net, 2 smart tv's, a standing desk, printer, a/c & ceiling fans. All city attractions within a 15 min walk--Capital building, MVP arena, Palace theatre, the Rep, Empire Plaza, Dutch Apple Cruises & more.",4763049,Steve,19/01/13,"Lisbon, Portugal",within an hour,78%,78%,f,1,3,"['email', 'phone', 'work_email']",Entire rental unit,Entire home/apt,2,,1 bath,1,,10,5
910000000000000000,https://www.airbnb.com/rooms/910155617642317638,Exclusive | Suite ~ Extended Stay,"Close to hospitals, universities & colleges",6203319,Melissa,02/05/13,"Albany, NY",within a few hours,100%,83%,t,3,3,"['email', 'phone']",Private room in home,Private room,1,,1 shared bath,,,1,5
