id,listing_url,name,description,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,number_of_reviews,review_scores_rating
629000000000000000,https://www.airbnb.com/rooms/628824127129967353,Clean lines and accessible Convenient Location!,"Located in the heart of Albany's Sheridan-Hollow district. This is a newly renovated two-bedroom apartment. Accessible to public transit, Albany Medical Center, UAlbany, Washington Park, and more. This experience is being offered unfurnished, just a blank canvas for you to decorate and furnish to your liking. Includes central heating & cooling, WiFi, Utilities (Hot water, gas, and electric), coded key-pad entry, washer & dryer hook-up, and upgraded appliances. No furniture or beds included!",7164949,Jordan,28/06/13,,within a day,50%,N/A,f,1,2,"['email', 'phone']",Private room in rental unit,Private room,1,1,1 private bath,2,2,0,
631000000000000000,https://www.airbnb.com/rooms/631035244220396236,★PRIVATE 1 BDRM Newly Renovated Apt W/D Patio★,"BEAUTIFULLY renovated and stylish apartment with CHARACTER in a brownstone building. PRIME location in the heart of downtown Albany, minutes from highway and walking distance to popular restaurants, and pubs. Local attractions including The Egg, Empire State Plaza and Palace Theatre are less than 5 minutes away. 4K Smart TV with Netflix, stocked kitchen & bathroom, high speed internet ready for you to use! Tenant permit street parking available. Available for long term stays!",47625981,Linda,28/10/15,"Albany, NY",within an hour,99%,99%,f,17,17,"['email', 'phone']",Entire rental unit,Entire home/apt,2,1,1 bath,1,1,49,4.59
632000000000000000,https://www.airbnb.com/rooms/631778545710518995,Lovely 3-bedroom apartment with indoor fireplace.,"Forget your worries in this spacious and serene space. Weather you are on a family vacation, on a business trip or exploring Albany for the first time, This spacious 3 bedroom apartment will provide all the comforts of home away from home.",272907816,Angela,02/07/19,"Albany, NY",within a day,100%,91%,f,4,6,"['email', 'phone']",Entire rental unit,Entire home/apt,6,,1 bath,3,,17,4.53
634000000000000000,https://www.airbnb.com/rooms/634108143238179968,Perfect for Families and Traveling Professionals,"A lovely 3 bedroom is apt in Center Square that is perfect for families and traveling professionals.  A 2 min. walk to Washington Park, Lark Street shops and restaurants, and a  5 mins to  Empire Plaza, State Capital and Legislative Office Building or Albany Medical Center, Albany Law School or Albany Medical School. It's the ideal getaway spot for a group of friends, families, or working professionals visiting New York's Capital.",119340359,Lori,05/03/17,"Albany, NY",within an hour,100%,100%,t,2,4,"['email', 'phone', 'work_email']",Entire rental unit,Entire home/apt,7,1,1 bath,3,3,101,4.97
637000000000000000,https://www.airbnb.com/rooms/636902252641496970,Cozy Private Room in a Residential House in Albany,"Enjoy a stylish experience at this peaceful and centrally-located place in Albany. Located conveniently at a walking distance near the two main colleges- UAlbany and The College of Saint Rose.<br />We are very close to Albany Medical Center and St.Peter's Hospital and only 8 minutes away by car from downtown Albany.<br />The nearby bus stops at 3 minutes walking distance. The place is only 15 min away to all the major shopping centers. <br />The room has full bed, chair and desk, can accommodate 1-2 people.",376794541,Neha,23/11/20,"New York, NY",within an hour,100%,100%,t,3,10,['phone'],Private room in home,Private room,1,1,1 shared bath,3,3,21,4.86
647000000000000000,https://www.airbnb.com/rooms/646570081594519710,Peaceful 2 bedroom condo in the heart of Albany,Keep it stress-free at this peaceful and centrally-located place minutes away from all major hospitals.,172658781,Jessica,10/02/18,"Albany, NY",within an hour,100%,100%,t,5,5,"['email', 'phone', 'work_email']",Entire condo,Entire home/apt,4,1,1 bath,2,2,0,
650000000000000000,https://www.airbnb.com/rooms/649973892551492641,Modern luxury studio with free off street parking,This stylish place to stay is perfect for group trips.,353498132,Michael,04/07/20,"Albany, NY",within an hour,100%,93%,t,5,5,"['email', 'phone']",Entire rental unit,Entire home/apt,2,1,1 bath,0,1,7,4.71
653000000000000000,https://www.airbnb.com/rooms/653433851241162365,Lovely apartment in heart of Albany,"Welcome to spacious and serene space.<br />This is one giant bedroom, kitchen, living room and bathroom apartment located in the heart of Albany, Center Square.",1761578,Grant,16/02/12,"New York, NY",within an hour,100%,89%,f,3,6,"['email', 'phone']",Entire rental unit,Entire home/apt,2,1,1 bath,1,1,5,5
654000000000000000,https://www.airbnb.com/rooms/654302747324294105,★ Private 1 bdrm w/ backyard access ★ In-unit W/D,"Modern apartment with CHARACTER in a historic building. <br /><br />This is a ground floor unit with direct fenced backyard access and a private patio! Ideal for pet owners! 4K Smart TV with Netflix, and high speed internet ready for you to use! This property comes with a fully stocked kitchen, in unit washer/dryer, free resident lot parking, and a fenced shared backyard with bbq grill for guests to enjoy.",47625981,Linda,28/10/15,"Albany, NY",within an hour,99%,99%,f,17,17,"['email', 'phone']",Entire rental unit,Entire home/apt,2,1,1 bath,1,1,48,4.56
657000000000000000,https://www.airbnb.com/rooms/657130517248738038,Lovely Garden Apt. in Historic Brownstone,"Unwind in a newly renovated 1 bedroom/1 bath Garden floor apartment located directly across from Ten Broeck Mansion. Original architecture with an updated look gives this apartment charm. Walking distance to Capitol Rep Theater, Palace Theater and many fine eateries and bars! Conveniently located in the heart of Downtown Albany. Easy access to highway if you feel like taking a drive to Hudson or Saratoga!",166246610,Shawn,06/01/18,"Albany, NY",within an hour,100%,100%,,2,3,"['email', 'phone']",Entire rental unit,Entire home/apt,2,1,1 bath,1,1,17,4.94
658000000000000000,https://www.airbnb.com/rooms/658160753231817095,Lovely artist 1 bedroom apartment close to LARK,Historic artist home located walking distance to LARK,30920241,Miri,09/04/15,"Albany, NY",within a few hours,100%,86%,t,3,3,"['email', 'phone']",Entire rental unit,Entire home/apt,2,1,1 bath,1,1,1,5
659000000000000000,https://www.airbnb.com/rooms/658638185191740358,CHEERFULL 3 BEDROOM HOME WITH FREE PARKING.,"Forget your worries in this spacious and serene space. Located close to all major highways, hospitals, shopping and historic downtown Albany.<br />Boast 2 decks and large front porch for relaxation or entertaining. Has large park and large yard space on quiet dead-end street. Family friendly with great neighbors.<br />Close to bus line. Very spacious with all new appliances and all amenities new as well.<br />You will have a great stay in this upgraded beautiful home.",466389096,Patrice,27/06/22,"Albany, NY",N/A,N/A,100%,t,2,2,"['email', 'phone']",Entire home,Entire home/apt,4,1,1 bath,3,3,5,5
662000000000000000,https://www.airbnb.com/rooms/662132809952482192,Beautiful 4 bedroom house Large eat in kitchen,"Take it easy at this unique and tranquil getaway. Quiet dead-end street. Wonderful and friendly neighbors. House is beautiful inside and out. Has all the amenities that you will need for your stay.. Washer and dryer provided. Lots of off street parking and 1 on the premise parking spot. Close to all major highways, hospitals, shopping centers and attractions. Hardwood flooring throughout the entire house, comfortable and clean beds. Closet space, full kitchen, air conditioning, enclosed porch.",466389096,Patrice,27/06/22,"Albany, NY",N/A,N/A,100%,t,2,2,"['email', 'phone']",Entire home,Entire home/apt,4,1.5,1.5 baths,4,3,2,5
668000000000000000,https://www.airbnb.com/rooms/667644674529935702,Pied-a-terre albany,"Enjoy a stylish experience at this centrally-located place. The second oldest continually residential home in Albany, built in 1831!",439560254,Sean,08/01/22,,within an hour,100%,98%,t,1,1,"['email', 'phone']",Entire rental unit,Entire home/apt,4,1,1 bath,1,2,88,4.92
669000000000000000,https://www.airbnb.com/rooms/668608096674070882,The Rose Room at Historic Buel House,"This historic property is close to everything making it easy to plan your visit. The room is tastefully decorated with a spilt king purple hybrid 4 mattress, sitting area, and well lit desk. There’s a large closet and entertainment center as well. The bathroom is shared with one other room. A second shared bathroom is on the first floor of the home.",382970529,Thomas,04/01/21,"Albany, NY",within an hour,100%,97%,t,12,19,['phone'],Private room in home,Private room,2,1.5,1.5 shared baths,1,1,117,4.97
678000000000000000,https://www.airbnb.com/rooms/677623197606854496,**New Listing! Modern 2 bdrm Apt in Mansion Area!,"Spectacular Modern two bedroom apartment in Downtown Albany's Historic Mansion District across the Governors mansion. Perfect for traveling professionals and/or families. 3 minute walk to The NYS Museum, Empire State Plaza, many local restaurants, The Capital , the MVP Arena, The legislative Office building, The Cathedral & Lark Street. A 3 minute drive to Albany Medical Center, Albany Law School & The VA Hospital.Exceptionally quiet street. If traveling with family, lots of nearby Playgrounds.",203631769,Johnny,19/07/18,"Albany, NY",N/A,N/A,13%,f,1,1,"['email', 'phone']",Entire rental unit,Entire home/apt,4,,1 bath,2,,28,4.86
681000000000000000,https://www.airbnb.com/rooms/681241051140825073,Tranquil Master Bedroom,"Enjoy a stylish experience at this peaceful and centrally-located place in Albany. We are located conveniently within walking distance of the two prominent colleges- UAlbany and The College of Saint Rose. We are close to Albany Medical Center and St.Peter's Hospital and only 8 minutes away by car from downtown Albany. The bus stops are 3 minutes walking distance. The place is 15 min away from the major shopping centers.  The room has a full bed, chair, and desk, which can accommodate 1-2 people.",376794541,Neha,23/11/20,"New York, NY",within an hour,100%,100%,t,3,10,['phone'],Private room in home,Private room,2,1,1 shared bath,3,3,7,5
681000000000000000,https://www.airbnb.com/rooms/681264183196450583,"Comfy private room in a Residential House, Albany","Enjoy a stylish experience at this peaceful and centrally-located place in Albany. Located at a walking distance near the two main colleges- UAlbany and The College of Saint Rose.<br />We are very close to Albany Medical Center and St.Peter's Hospital and only 8 minutes away by car from downtown Albany.<br />The nearby bus stops are at 3 minutes walking distance. The place is only 15 minutes away to all the major shopping centers. <br />The room has full-bed, worspace, and can accommodate 1-2 people.",376794541,Neha,23/11/20,"New York, NY",within an hour,100%,100%,t,3,10,['phone'],Private room in home,Private room,1,1,1 shared bath,3,3,13,5
682000000000000000,https://www.airbnb.com/rooms/681952268271889535,Albany-2 bedrooms apt (1st fl) A&A-Sisters Rental,"2 bedroom with 2 queen beds, beautiful big kitchen, spacious living room, full bathroom, separate dinning room, free wi-Fi; smart tv, laundry, access to the backyard with patio",461579260,Md,29/05/22,"Albany, NY",within an hour,100%,100%,f,3,3,"['email', 'phone']",Entire vacation home,Entire home/apt,5,1,1 bath,2,2,3,3.33
