listing_id,date,available,price,minimum_nights,maximum_nights
3820211,25/04/24,t,$125.00,3,1125
3820211,26/04/24,t,$125.00,3,1125
3820211,27/04/24,t,$125.00,3,1125
3820211,28/04/24,t,$125.00,3,1125
3820211,29/04/24,t,$125.00,3,1125
3820211,30/04/24,t,$125.00,3,1125
3820211,01/05/24,t,$125.00,3,1125
3820211,02/05/24,t,$125.00,3,1125
3820211,03/05/24,t,$125.00,3,1125
3820211,04/05/24,t,$125.00,3,1125
3820211,05/05/24,t,$125.00,3,1125
3820211,06/05/24,t,$125.00,3,1125
3820211,07/05/24,t,$125.00,3,1125
3820211,08/05/24,t,$125.00,3,1125
3820211,09/05/24,t,$125.00,3,1125
3820211,10/05/24,t,$125.00,3,1125
3820211,11/05/24,t,$125.00,3,1125
3820211,12/05/24,t,$125.00,3,1125
3820211,13/05/24,t,$125.00,3,1125
3820211,14/05/24,t,$125.00,3,1125
3820211,15/05/24,t,$125.00,3,1125
3820211,16/05/24,t,$125.00,3,1125
3820211,17/05/24,t,$125.00,3,1125
3820211,18/05/24,t,$125.00,3,1125
3820211,19/05/24,t,$125.00,3,1125
3820211,20/05/24,t,$125.00,3,1125
3820211,21/05/24,t,$125.00,3,1125
3820211,22/05/24,t,$125.00,3,1125
3820211,23/05/24,t,$125.00,3,1125
3820211,24/05/24,t,$125.00,3,1125
3820211,25/05/24,t,$125.00,3,1125
3820211,26/05/24,t,$125.00,3,1125
3820211,27/05/24,t,$125.00,3,1125
